Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,,Section
ITA-3.15.1,Artery,A pulsatile conduit. Blood vessels which pulsate in synchrony with the heartbeat.,Dhamanī,धमनी,,,"Unknown"
ITA-3.15.2,Artery related to perception of sound,,śabdavahādhamanī,शब्दवहाधमनी,,,"Unknown"
ITA-3.15.3,Artery related to perception of touch,,sparśavahādhamanī,स्पर्शवहाधमनी,,,"Unknown"
ITA-3.15.4,Artery related to perception of form,,Rūpavahādhamanī,रूपवहाधमनी,,,"Unknown"
ITA-3.15.5,Artery related to perception of taste,,rasavahādhamanī,रसवहाधमनी,,,"Unknown"
ITA-3.15.6,Artery related to perception of smell,,gandhavahādhamanī,गन्धवहाधमनी,,,"Unknown"
ITA-3.16.1,Seats of vital life force,"There are ten of these locations: temporal region (right, left), heart, urinary bladder, head, throat, rectum, blood, semen and ojas.","prāṇāyatanam, jīvitāyatanam, jīvitadhāma","प्राणायतनम्, जीवितायतनम्, जीवितधाम",,,"Unknown"
ITA-3.16.2,Seats of consciousness,Body sites which are major seats of vital life force; primarily the heart .,cetaḥsthānam,चेतःस्थानम्,,,"Unknown"
ITA-3.16.3,Three vulnerable locations,"Heart, urinary bladder and head are considered as three most vulnerable locations",trimarma,त्रिमर्म,,,"Unknown"
ITA-3.16.4,Mortal or vulnerable location,"The 107 major vital locations or seats of life in the body are classified into various types based on their structure, dimensions, vulnerability to trauma or mortal outcome. Injury to these locations may result in death, deformity or severe pain.",Marma,मर्म,,,"Unknown"
ITA-3.16.5,Vulnerable location(s) in the limbs,Marma located in the limbs.,Śākhāmarma,शाखामर्म,,,"Unknown"
ITA-3.16.6,Vulnerable location(s) in the lower limbs,Marma located in the lower limbs.,Sakthimarma,सक्थिमर्म,,,"Unknown"
ITA-3.16.7,Vulnerable location(s) in the upper limbs,Marma located in the upper limbs.,Bāhumarma,बाहुमर्म,,,"Unknown"
ITA-3.16.8,Vulnerable location(s) in the abdomen,Marma located in the abdomen.,"Udaramarma, koṣṭhamarma","उदरमर्म, कोष्ठमर्म",,,"Unknown"
ITA-3.16.9,Vulnerable location(s) in the chest,Marma located in the chest.,Uromarma,उरोमर्म,,,"Unknown"
ITA-3.16.10,Vulnerable location(s) in the back,Marma located in the back.,pṛṣṭhamarma,पृष्ठमर्म,,,"Unknown"
ITA-3.16.11,Vulnerable location(s) in the head and neck,Marma located in the head and neck..,"Śiromarma, jatrūrdhvamarma","शिरोमर्म, जत्रूर्ध्वमर्म",,,"Unknown"
ITA-3.16.12,Vulnerable location(s) in which the mainstructural component is muscle,Marma where muscles are structurally prominent.,Māṃsamarma,मांसमर्म,,,"Unknown"
ITA-3.16.13,Vulnerable location(s) in which the main structural component is vein,Marma where vessels are structurally prominent.,Sirāmarma,सिरामर्म,,,"Unknown"
ITA-3.16.14,Vulnerable location(s) in which the main structural component is tendon,Marma where fibrous connective tissue is structurally prominent,Snāyumarma,स्नायुमर्म,,,"Unknown"
ITA-3.16.15,Vulnerable location(s) in which the main structural component is bone,Marma where bone/skeletal tissue is structurally prominent. .,asthimarma,अस्थिमर्म,,,"Unknown"
ITA-3.16.16,Vulnerable location(s) in which the main structural component is joint,Marma where joints are structurally prominent.,sandhimarma,सन्धिमर्म,,,"Unknown"
ITA-3.16.17,Vulnerable location(s) in which the main structural component is pulsating vessels,Marma where pulsating vessels are structurally prominent.,dhamanīmarma,धमनीमर्म,,,"Unknown"
ITA-3.16.18,Vulnerable location(s) leading to imminent death,Marma which if injured may lead to death within a period of seven days.,sadyaḥprāṇaharamarma,सद्यःप्राणहरमर्म,,,"Unknown"
ITA-3.16.19,Vulnerable location(s) leading to delayed death,Marma which if injured may lead to death within a period of thirty days.,kālāntara prāṇaharamarma,कालान्तरप्राणहरमर्म,,,"Unknown"
ITA-3.16.20,Vulnerable location(s) where manipulation entails death,Marma which if injured by a foreign body may lead to death if it is removed: the person remains alive if the foreign body is left in situ.,viśalyaghnamarma,विशल्यघ्नमर्म,,,"Unknown"
ITA-3.16.21,Vulnerable location(s) leading to deformity,Marma which if injured may lead to disability rather than death.,vaikalyakaramarma,वैकल्यकरमर्म,,,"Unknown"
ITA-3.16.22,Vulnerable location(s) leading to pain,Marma which if injured may lead to severe pain.,rujākaramarma,रुजाकरमर्म,,,"Unknown"
ITA-3.16.23,Vulnerable location(s) located near the vertex,Injury to this vulnerable location leads to sudden death when injured.,adhipatiḥ (marma),अधिपतिः (मर्म),,,"Unknown"
ITA-3.16.24,"Vulnerable location(s) at confluence of nose, ear, eye and tongue vessels",Four in number. Injury to this point leads to immediate death.,śrṛṅgāṭakam (marma),शृङ्गाटकम् (मर्म),,,"Unknown"
ITA-3.16.25,Vulnerable location(s) on the neck,Eight in number and leads to sudden death when injured.,mātṛkā (marma),मातृका (मर्म),,,"Unknown"
ITA-3.16.26,Vulnerable location(s) on the anterior part of the chest below the nipple,Two in number (one on either side of the chest) and leads to death due to difficulty in breathing due to accumulation of kapha in the chest when injured.,stanamūlam (marma),स्तनमूलम् (मर्म),,,"Unknown"
ITA-3.16.27,Vulnerable location(s) on the anterior part of the chest above the nipple,Two in number (one on either side of the chest) and leads to death due to cough and difficulty in breathing due to accumulation of blood in the chest when injured.,stanarohitam (marma),स्तनरोहितम् (मर्म),,,"Unknown"
ITA-3.16.28,Vulnerable location(s) on the chest,Two in number (one on either side of the chest) and leads to death due to pus formation when injured.,apalāpaḥ (marma),अपलापः (मर्म),,,"Unknown"
ITA-3.16.29,Vulnerable location(s) on the chest,Two in number (one on either side of the chest) and leads to death due to cough and difficulty in breathing due to air in the chest cavity when injured.,apastambhaḥ (marma),अपस्तम्भः (मर्म),,,"Unknown"
ITA-3.16.30,Vulnerable location(s) on the skull resembling the cranial sutures,"Five in number and leads to fear, insanity and death when injured.",sīmantaḥ (marma),सीमन्तः (मर्म),,,"Unknown"
ITA-3.16.31,Vulnerable location(s) on the midpoint of sole and palm,Four in number (one in each limb) which when injured leads to pain which ends in death.,talahṛdayam (marma),तलहृदयम् (मर्म),,,"Unknown"
ITA-3.16.32,Vulnerable location(s) in first interdigital web-space of upper and lower limbs,Four in number (one in each limb) which when injured leads to convulsions and death.,kṣipram (marma),क्षिप्रम् (मर्म),,,"Unknown"
ITA-3.16.33,Vulnerable location(s) in the calf muscles,Four in number (one in each limb) which when injured causes severe bleeding leading to death.,indrabastiḥ (marma),इन्द्रबस्तिः (मर्म),,,"Unknown"
ITA-3.16.34,Vulnerable location(s) on the back near the pelvis,Two in number which when injured causes severe bleeding leading to paleness and death.,kaṭīkataruṇam (marma),कटीकतरुणम् (मर्म),,,"Unknown"
ITA-3.16.35,Vulnerable location(s) near the twelfth rib,Two in number which when injured causes bleeding into abdominal cavity leading to death.,pārśvasandhiḥ (marma),पार्श्वसन्धिः (मर्म),,,"Unknown"
ITA-3.16.36,Vulnerable location(s) in the mid back,Two in number which when injured causes death due to complications arising from severe bleeding.,bṛhatī (marma),बृहती (मर्म),,,"Unknown"
ITA-3.16.37,Vulnerable location(s) above the temples,Two in number which when injured by a foreign body may lead to death if it is removed.,utkṣepaḥ (marma),उत्क्षेपः (मर्म),,,"Unknown"
ITA-3.16.38,Vulnerable point located near the glabella (area between eyebrows),One in number which when injured by a foreign body may lead to death if it is removed.,sthapanī (marma),स्थपनी (मर्म),,,"Unknown"
ITA-3.16.39,Vulnerable location(s) near the upper part of the thigh below inguinal region,Two in number (one in each lower limb) which when injured causes severe bleeding leading to paralysis or death.,lohitākṣaḥ (marma),लोहिताक्षः (मर्म),,,"Unknown"
ITA-3.16.40,Vulnerable location(s) above the cubital fossa in upper limb and popliteal fossa in lower limb,Four in number (one in each limb) which when injured causes swelling and paralysis.,āṇi (marma),आणि (मर्म),,,"Unknown"
ITA-3.16.41,Vulnerable location(s) in the femoral vessels near mid-thigh,Four in number (one in each limb) which when injured causes wasting of limb due to bleeding.,ūrvī (marma),ऊर्वी (मर्म),,,"Unknown"
ITA-3.16.42,Vulnerable location(s) near the wrist and ankle,Four in number (one on each limb) which when injured causes shivering and bending of the limb.,kūrcaḥ (marma),कूर्चः (मर्म),,,"Unknown"
ITA-3.16.43,Vulnerable location(s) in the groin,Two in number which when injured leads to reduced fertility.,viṭapaḥ (marma),विटपः (मर्म),,,"Unknown"
ITA-3.16.44,Vulnerable location(s) on either side of back near the ischial tuberosity,Two in number (one on each side) which when injured leads to paralysis and loss of sensation in the lower half of the body.,kukundaraḥ (marma),कुकु न्दरः (मर्म),,,"Unknown"
ITA-3.16.45,Vulnerable location(s) in the axilla,Two in number (one on each side) which when injured leads to paralysis of one half of the body.,"kakṣadharaḥ (marma), kakṣādharaḥ (marma)","कक्षधरः (मर्म), कक्षाधरः (मर्म)",,,"Unknown"
ITA-3.16.46,Vulnerable location(s) in the depression behind the ear,Two in number (one on each side) which when injured leads to loss of hearing.,vidhurā (marma),विधुरा (मर्म),,,"Unknown"
ITA-3.16.47,Vulnerable location(s) at the junction of head and neck,Two in number (one on each side) which when injured leads to involuntary movements of head.,kṛkāṭikā (marma),कृकाटिका (मर्म),,,"Unknown"
ITA-3.16.48,Vulnerable location(s) near the midpoint of the scapula,Two in number (one on each side) which when injured leads to loss of sensation and wasting of arms.,aṃsaphalakam (marma),अंसफलकम् (मर्म),,,"Unknown"
ITA-3.16.49,Vulnerable location(s) on either side of the throat,"Two in number (one on each side) which when injured leads to difficulty in speech, altered voice and loss of taste sensation.",nīlā (marma),नीला (मर्म),,,"Unknown"
ITA-3.16.50,Vulnerable location(s) on either side of the throat,"Two in number (one on each side) which when injured leads to difficulty in speech, altered voice and loss of taste sensation.",manyā (marma),मन्या (मर्म),,,"Unknown"
ITA-3.16.51,Vulnerable location(s) on either side of the nasal passage,Two in number (one on each side) which when injured leads to loss of smell.,phaṇam (marma),फणम् (मर्म),,,"Unknown"
ITA-3.16.52,Vulnerable location(s) above the eyebrows,Two in number (one on each side) which when injured leads to blindness or impaired vision.,āvartaḥ (marma),आवर्तः (मर्म),,,"Unknown"
ITA-3.16.53,Vulnerable location(s) on the wrist and ankle,Four in number (one on each limb) which when injured leads to pain and swelling of the affected part.,kūrcaśiraḥ (marma),कूर्चशिरः (मर्म),,,"Unknown"
ITA-3.17.1,Fetus or embryo,,garbhaḥ,गर्भः,,,"Unknown"
ITA-3.17.2,Stage of fetal development resembling the morula,,kalalam,कललम्,,,"Unknown"
ITA-3.17.3,Stage of fetal development resembling the blastula,,budbudam,बुद्बुदम्,,,"Unknown"
ITA-3.17.4,Placenta,,"aparā, amarā","अपरा, अमरा",,,"Unknown"
ITA-3.17.5,Umbilical cord,,"nābhināḍī, garbhanābhināḍī","नाभिनाडी, गर्भनाभिनाडी",,,"Unknown"
ITA-3.17.6,Fetal membranes,,jarāyuḥ,जरायुः,,,"Unknown"
ITA-3.17.7,"Birthing custard, vernix caseosa",,ulvam,उल्वम्,,,"Unknown"
ITA-3.17.8,"Seed, germinative matrix",Male seed (pumbija) or female seed (stribija).,bīja,बीज:,,,"Unknown"
ITA-3.17.9,Part of seed,,bījabhāgaḥ,बीजभागः,,,"Unknown"
ITA-3.17.10,Subpart of seed,,bījabhāgāvayavaḥ,बीजभागावयवः,,,"Unknown"
Morbidity and diagnostic terms (general),,,,,,,"Unknown"
Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,,"Unknown"
ITA-4.1.1,Diagnosis,"Arrived at through careful consideration of information and the application of knowledge. Information is provided by the patient’s narrative, the exploration of signs and symptoms and the results of patient examination. The knowledge derived from the learning and expertise of the physician is applied to this information to arrive at a diagnosis.","vyādhiviniścayaḥ, rogaviniścayaḥ","व्याधिविनिश्चयः, रोगविनिश्चयः",,,"Unknown"
ITA-4.2.1,Disease,"Ayurveda uses several terms as synonyms for diseases, based on the different perspectives under which diseases are understood : A disease is a condition which causes various types of pain and distress to the body and mind. Illness can also be described as having originated from ","ama. Other synonyms include illness due to multiple factors, illness as obtrusive to life, syndrome, and fever as a generic term for disease. It may also be described as a disorder or ailment. Another term for disease is a discomfort. A disease can also be a state originating from an individual’s physical or mental transgressions or demerits in the present or past life.","vyādhiḥ, āmayaḥ, gadaḥ, ātaṅkaḥ, yakṣmā, samuccaya, jvara, vikāraḥ, roga, pāpmā","व्याधिः, आमयः, गदः, आतङ्क, यक्ष्मा, समुच्चय, ज्वर, विकारः, रोग, पाप्मा",,"Unknown"
ITA-4.2.2,Comorbidity,A disease that gives rise to another disease while continuing to exist; it may also signify two or more diseases which coexist owing to a similarity of etiology or pathogenic mechanism.,vyādhisaṅkaraḥ,व्याधिसङ्करः,,,"Unknown"
ITA-4.2.3,Types of disease,The categorization of diseases based on various established criteria.,vyādhibhedaḥ,व्याधिभेदः,,,"Unknown"
ITA-4.2.4,Two types of psychological disease,"Diseases which affect the psyche can be classified as either agitative, reactive (",rajasika) or inertia-prone conditions (tamasika).,dvividha-mānasika-rogaḥ,द्विविध-मानसिक-रोगः,,"Unknown"
ITA-4.2.5,"Diseases caused by agitative, reactive tendency","A disorder of the psyche caused by an increase in agitative, reactive tendency in the individual, e.g. excessive anger, jealousy or impetuousness.",rājasarogaḥ,राजसरोगः,,,"Unknown"
ITA-4.2.6,Diseases caused by inertia prone tendency,"A disorder of the psyche caused by increase in the inertia prone tendency in the individual, e.g. grief, slothfulness or excessive sleepiness.",tāmasarogaḥ,तामसरोगः,,,"Unknown"
ITA-4.2.7,Three types of somatic disease,"A threefold classification of somatic diseases based on vitiation of vata, pitta and kapha.",trividha-śārīrika-rogaḥ,त्रिविध-शारीरिक-रोगः,,,"Unknown"
ITA-4.2.8,Diseases caused by pitta,A disease caused by vitiation of ,"pitta dosha in the body such as dyspepsia, bleeding tendency or jaundice.",āgneyarogaḥ,आग्नेयरोगः,,"Unknown"
ITA-4.2.9,Diseases caused by kapha,A disease caused by vitiation of ,kapha in the body such as anorexia.,saumyarogaḥ,सौम्यरोगः,,"Unknown"
ITA-4.2.10,Diseases caused by vata,A disease caused by vitiation of ,"vata in the body such as arthritis, sciatica or paralysis.",vāyavyarogaḥ,वायव्यरोगः,,"Unknown"
ITA-4.2.11,Intrinsic or endogenous diseases,A disease resulting from affliction of the psyche and body including all psychosomatic diseases.,ādhyātmikarogaḥ,आध्यात्मिकरोगः,,,"Unknown"
ITA-4.2.12,Hereditary diseases,A disease resulting from morbid sperm or ovum including all hereditary diseases.,ādibalapravṛttarogaḥ,आदिबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.13,Hereditary diseases of maternal origin,Hereditary conditions inherited through the maternal genetic line due to morbidity of the ovum.,mātṛjarogaḥ,मातृजरोगः,,,"Unknown"
ITA-4.2.14,Hereditary diseases of paternal origin,Hereditary conditions inherited through the paternal genetic line due to morbidity of the sperm.,pitṛjarogaḥ,पितृजरोगः,,,"Unknown"
ITA-4.2.15,Congenital anomalies,Conditions that occur at the time of birth which may be the result of diet and lifestyle choices by the mother during conception or from non-fulfilment of maternal cravings during pregnancy.,janmabalapravṛttarogaḥ,जन्मबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.16,Diseases due to inadequate fetal nutrition,Congenital disorders due to a deleterious diet during conception and pregnancy.,rasakṛtarogaḥ,रसकृ तरोगः,,,"Unknown"
ITA-4.2.17,Diseases due to neglect of maternal cravings,Congenital clinical conditions resulting from non-fulfilment of maternal cravings during pregnancy.,dauhṛdāpacārakṛtarogaḥ,दौहृदापचारकृ तरोगः,,,"Unknown"
ITA-4.2.18,Disorders resulting from dosha imbalance,Diseases that manifest in the living system due to vitiation of body humours such as fever and bleeding disorders.,doṣabalapravṛttarogaḥ,दोषबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.19,Diseases of the upper gastrointestinal tract,Diseases and conditions which have their origin in the gastroduodenal tract such as dyspepsia and vomiting.,āmāśayasamuttharogaḥ,आमाशयसमुत्थरोगः,,,"Unknown"
ITA-4.2.20,Diseases of the lower gastrointestinal tract,Diseases and conditions which have their origin in the large intestinal tract such as piles and constipation.,pakvāśayasamuttharogaḥ,पक्वाशयसमुत्थरोगः,,,"Unknown"
ITA-4.2.21,"Extrinsic, exogenous diseases",Diseases caused in the body due to exogenous or traumatic causes such as accidental injuries and falls or resulting from animal bites or poisons.,ādhibhautikarogaḥ,आधिभौतिकरोगः,,,"Unknown"
ITA-4.2.22,Traumatic physical injury,Diseases and conditions caused by trauma and injuries.,samghātabala pravṛttarogaḥ,संघातबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.23,Diseases caused by sharp instruments,"Diseases and conditions caused by weapons or instruments such as swords, surgical instruments, stones or wood.",śastrakṛtarogaḥ,शस्त्रकृ तरोगः,,,"Unknown"
ITA-4.2.24,Diseases caused by wild animals,"Diseases and conditions caused by physical attack and bites from both tame and wild animals; it includes injuries caused by nails, horns, bites, snake poison and bee stings.",vyālakṛtarogaḥ,व्यालकृ तरोगः,,,"Unknown"
ITA-4.2.25,Diseases beyond human control,"Diseases and conditions that arise from disturbances in nature such as natural calamities, seasonal or climatic variations, or following turbulent divine interventions such as floods, epidemics or droughts.",ādhidaivikarogaḥ,आधिदैविकरोगः,,,"Unknown"
ITA-4.2.26,Diseases caused by diurnal and seasonal variations,"Diseases and conditions that manifest in the body due to abnormal climatic variations such as excessive rain, heat or cold, and include conditions such as heatstroke or frost bite.",kālabalapravṛttarogaḥ,कालबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.27,Diseases resulting from untimely climatic changes or sudden variations,Diseases and conditions that manifest in the body due to unexpected changes in climate.,vyāpannartukṛtarogaḥ,व्यापन्नर्तुकृ तरोगः,,,"Unknown"
ITA-4.2.28,Diseases resulting from regular climatic changes,Diseases and conditions resulting from poor adaptation to the seasons.,avyāpannartukṛtarogaḥ,अव्यापन्नर्तुकृ तरोगः,,,"Unknown"
ITA-4.2.29,"Diseases occurring by chance, beyond human control","Diseases, conditions and events that, in the absence of any apparent cause are believed to be of supernatural origin: they include those subsequent to natural calamities such as floods, cyclones, thunder, epidemics and pandemics.",daivabalapravṛttarogaḥ,दैवबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.30,Disorders caused by natural disasters,"Diseases and conditions subsequent to natural disasters such as thunder, lightning, asteroid impacts and meteor showers on the terrestrial surface.",vidyudaśanikṛtarogaḥ,विद्युदशनिकृ तरोगः,,,"Unknown"
ITA-4.2.31,Diseases caused by malevolent or negative spiritual entities,,piśācādikṛtarogaḥ,पिशाचादिकृ तरोगः,,,"Unknown"
ITA-4.2.32,Contagious diseases,Diseases and conditions that arise in individuals and are transmitted by close contact with other persons affected by diseases such as leprosy and conjunctivitis.,saṁsargajarogaḥ,संसर्गजरोगः,,,"Unknown"
ITA-4.2.33,Idiopathic diseases,Diseases and conditions which manifest suddenly in the body without any apparent cause.,ākasmikarogaḥ,आकस्मिकरोगः,,,"Unknown"
ITA-4.2.34,Conditions resulting from physiological variations or the ageing process,"Diseases and conditions brought about by the natural progression of bodily processes such as hunger, thirst, sleep and old age.",svabhāvabalapravṛttarogaḥ,स्वभावबलप्रवृत्तरोगः,,,"Unknown"
ITA-4.2.35,Natural diseases of timely occurrence,"Diseases and conditions that manifest in the body due to the natural effect of time and physiological changes such as hunger and thirst as well as the ageing process, e.g. greying of hair in old age.",kālajarogaḥ,कालजरोगः,,,"Unknown"
ITA-4.2.36,Natural diseases of untimely occurrence,"Diseases and conditions that manifest in the body before their natural time of occurrence owing to improper dietetics and erratic lifestyles, e.g. premature ageing.",akālajarogaḥ,अकालजरोगः,,,"Unknown"
ITA-4.2.37,Prognosis,The classification of diseases based on their prognosis as either curable or incurable.,sādhyāsādhyatā,साध्यासाध्यता,,,"Unknown"
ITA-4.2.38,Diseases that are treatable,Diseases and conditions with a good prognosis.,sādhyarogaḥ,साध्यरोगः,,,"Unknown"
ITA-4.2.39,Diseases that are easily treatable,"Easily curable diseases and conditions which have fewer causative factors, lesser vitiation of dosha and develop in body tissues which are comparatively less depleted.",sukhasādhyarogaḥ,सुखसाध्यरोगः,,,"Unknown"
ITA-4.2.40,Diseases that are difficult to treat or cure,"Diseases and conditions that are curable with difficulty owing to various factors such as multiple etiological factors, depleted strength and functional imbalances.",kṛcchrasādhyarogaḥ,कृच्छ्रसाध्यरोगः,,,"Unknown"
ITA-4.2.41,Diseases that are incurable,"Diseases which are incurable owing to the implication of all dosha, multiple structural components and channels.",asādhyarogaḥ,असाध्यरोगः,,,"Unknown"
ITA-4.2.42,Diseases that can be palliated,"Diseases which by their nature are not completely curable but can be controlled or mitigated and symptoms palliated with suitable medicines and dietetics, e.g. persistent diabetes mellitus and bronchial asthma.",yāpyarogaḥ,याप्यरोगः,,,"Unknown"
ITA-4.2.43,Diseases that are terminal,Diseases and conditions which cannot be successfully cured despite the best available care.,pratyākhyeyarogaḥ,प्रत्याख्येयरोगः,,,"Unknown"
ITA-4.3.1,Disease assessment,The process of investigating a disease: it is conducted by applying the five diagnostic principles.,rogaparīkṣā,रोगपरीक्षा,,,"Unknown"
ITA-4.3.2,Five diagnostic criteria,"The fivefold factors that help in the understanding and diagnosis of a disease, including its etiology, prodromal symptoms, signs and symptoms, pathogenesis and aggravating and relieving factors.",nidānapañcakaḥ,निदानपञ्चकः,,,"Unknown"
ITA-4.4.1,Etiology,"Etiology generally denotes understanding the causative factor and expression of morbidity. Ayurveda uses several terms as synonyms for etiology, based on the different perspectives under which etiology is understood : The factors directly or indirectly implicated in the etiology of a disease; Etiological factor; Indicative factor; Abode of the causative factor; Agent; Primary cause; Causative setting, conducive factor; Factors augmenting the pathology.","nidānam, hetuḥ, nimittam, āyatanam, kartā, kāraṇam, pratyayam, samutthānam",निदानम्; हेतुः; निमित्तम्; आयतनम्; कर्ता; कारणम्; प्रत्ययम्; समुत्थानम्,,,"Unknown"
ITA-4.4.2,Two types of etiological factors,Twofold type of etiological factors based on discriminating the etiological factor which directly causes a disease or condition which acts as an additional factor in its manifestation.,dvividhahetuḥ,द्विविधहेतुः,,,"Unknown"
ITA-4.4.3,Originating cause of disease,An etiological factor that acts as the direct cause in the initiation of a disease by promoting the accumulation of the respective dosha.,utpādakahetuḥ,उत्पादकहेतुः,,,"Unknown"
ITA-4.4.4,Aggravating cause of disease,"An etiological factor that sustains, aggravates and stimulates progression of a disease or condition.",vyañjakahetuḥ,व्यञ्जकहेतुः,,,"Unknown"
ITA-4.4.5,Extrinsic cause,"External causes that include vitiation of dosha through alterations in food, behavioural patterns and time.",bāhyahetuḥ,बाह्यहेतुः,,,"Unknown"
ITA-4.4.6,Intrinsic cause,Internal factors such as dosha and affected structural components in the body which act as prime causes of disease manifestation when they deviate from the normal stage of equilibrium.,ābhyantarahetuḥ,आभ्यन्तरहेतुः,,,"Unknown"
ITA-4.4.7,Somatic cause,Causes leading to disturbances in the anatomy and physiology of the body.,śārīrikahetuḥ,शारीरिकहेतुः,,,"Unknown"
ITA-4.4.8,Psychological cause,Causes leading to disturbances in the functions of the mind.,mānasikahetuḥ,मानसिकहेतुः,,,"Unknown"
ITA-4.4.9,Three types of etiological factors,"A classification of etiology into three types: these are improper use of sense organs, intellectual error and transformation under the effect of time.",trividhahetuḥ,त्रिविधहेतुः,,,"Unknown"
ITA-4.4.10,Improper engagement of the senses,"One of the three primary causes of a disease owing to misuse (underuse, overuse and abuse) of the senses.",asātmyendriyārthasamyogaḥ,असात्म्येन्द्रियार्थसंयोगः,,,"Unknown"
ITA-4.4.11,Behaviour based on erroneous judgement,One of the three primary causes of a disease owing to behaviour based on erroneous judgement.,prajñāparādhaḥ,प्रज्ञापराधः,,,"Unknown"
ITA-4.4.12,"Course of development, transformation",One of the three primary causes of a disease owing to the transformative impact of the flow of time.,pariṇāmaḥ,परिणामः,,,"Unknown"
ITA-4.4.13,Vitiated dosha as a cause of disease,Seasonal variations leading to natural accumulation and aggravation of the dosha.,doṣahetuḥ,दोषहेतुः,,,"Unknown"
ITA-4.4.14,Normal state of dosha in health,The normal physiological state of dosha underpinning a state of equilibrium and bodily health.,prākṛtadoṣaḥ,प्राकृ तदोषः,,,"Unknown"
ITA-4.4.15,Abnormal dosha as a cause of disease,"A deviation of dosha from its normal physiological state of equilibrium, involving a disorder of its functional, qualitative or quantitative aspects: this is the basis of disease.",vaikṛtadoṣaḥ,वैकृ तदोषः,,,"Unknown"
ITA-4.4.16,Primary or independent disease,An independent disease or condition which has its own set of symptoms and classical line of treatment.,anubandhyaḥ,अनुबन्ध्यः,,,"Unknown"
ITA-4.4.17,Secondary or dependent disease,A disease or condition which does not have an independent existence or line of treatment.,anubandhaḥ,अनुबन्धः,,,"Unknown"
ITA-4.4.18,Displacement of dosha from its natural seat,A specific term which represents a pathological phenomenon when vitiated ,vata dosha forcefully shifts another dosha from its normal seat to another site and gives rise to symptoms.,āśayāpakarṣaḥ,आशयापकर्षः,,"Unknown"
ITA-4.4.19,Causes which aggravate dosha,Causes which aggravate dosha irrespective of the disease.,doṣahetuḥ,दोषहेतुः,,,"Unknown"
ITA-4.4.20,Disease-specific causes,Factors that give rise to a disease or condition irrespective of the dosha involved.,vyādhihetuḥ,व्याधिहेतुः,,,"Unknown"
ITA-4.4.21,Causes which aggravate dosha and disease-specific causes,Factors which not only aggravate a particular dosha but also give rise to a particular disease or condition; causes affecting both mind and body.,ubhayahetuḥ,उभयहेतुः,,,"Unknown"
ITA-4.4.22,Four types of etiological factor,"There are four types of etiological factors: proximate cause, distant etiological factor, mild yet potential causative factor and dominant causative factor.",caturvidhahetuḥ,चतुर्विधहेतुः,,,"Unknown"
ITA-4.4.23,Proximate cause,"A cause from which a disease or condition results as a direct and uninterrupted consequence, e.g. a dry or astringent diet is the proximate cause of fever due to the predominance of vata.",sannikṛṣṭahetuḥ,सन्निकृष्टहेतुः,,,"Unknown"
ITA-4.4.24,Distant etiological factor,A distant or indirect causative factor which is less influential in giving rise to a disease or condition.,viprakṛṣṭahetuḥ,विप्रकृष्टहेतुः,,,"Unknown"
ITA-4.4.25,Mild yet potential causative factor,A nondominant causative factor: it cannot independently give rise to a disease or condition but may contribute to it when the apposite situation arises in the body.,vyabhicārihetuḥ,व्यभिचारिहेतुः,,,"Unknown"
ITA-4.4.26,Dominant causative factor,"A dominant causative factor plays a preponderant role in giving rise to a disease or condition: this kind of factor produces instantaneous vitiation of the dosha, damaging the tissues even before being processed in the body, and is therefore very potent, e.g. a poison.",prādhānikahetuḥ,प्राधानिकहेतुः,,,"Unknown"
ITA-4.5.1,"Prodrome, premonitory symptoms","Recognition of the prodrome or set of premonitory, precursory symptoms, treatment of which can forestall manifestation of the disease; they are classified into two types depending on their nature.",pūrvarūpam,पूर्वरूपम्,,,"Unknown"
ITA-4.5.2,Classification of prodromes,A classification of prodromal symptoms based on their general and specific nature which may indicate a particular disease or condition.,pūrvarūpabhedaḥ,पूर्वरूपभेदः,,,"Unknown"
ITA-4.5.3,Specific prodrome,A specific symptom pertaining to a particular dosha. The term also denotes those premonitory symptoms which indicate the onset of a particular disease or clinical condition.,viśeṣapūrvarūpam,विशेषपूर्वरूपम्,,,"Unknown"
ITA-4.5.4,General prodrome,General premonitory symptoms. The term also denotes those premonitory symptoms which may indicate the impending disease or condition without providing any information about ,dosha predominance.,sāmānyapūrvarūpam,सामान्यपूर्वरूपम्,,"Unknown"
ITA-4.5.5,Signs and symptoms,"Ayurveda uses several terms as synonyms for signs and symptoms, based on the different perspectives under which they are understood : Any morbid phenomenon or departure from the normal in structure, function or sensation, as experienced by the patient or observed by the physician and indicating a disease. Morphological sign; Characteristic feature; Sign or mark; Resemblance; Figurative sign; Clinical presentation.","liṅgaḥ, liṅga, ākṛtiḥ, lakṣaṇam, cihnam, samsthānam, vyañjanam, rūpam","लिङगः, लिङग; आकृतिः; लक्षणम्; चिह्नम्; संस्थानम्; व्यञ्जनम्; रूपम्",,,"Unknown"
