Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,
ITA-3.16.21,Vulnerable location(s) leading to deformity,Marma which if injured may lead to disability rather than death.,vaikalyakaramarma,वैकल्यकरमर्म,,
ITA-3.16.22,Vulnerable location(s) leading to pain,Marma which if injured may lead to severe pain.,rujākaramarma,रुजाकरमर्म,,
ITA-3.16.23,Vulnerable location(s) located near the vertex,Injury to this vulnerable location leads to sudden death when injured.,adhipatiḥ (marma),अधिपतिः (मर्म),,
ITA-3.16.24,"Vulnerable location(s) at confluence of nose, ear, eye and tongue vessels",Four in number. Injury to this point leads to immediate death.,śrṛṅgāṭakam (marma),शृङ्गाटकम् (मर्म),,
ITA-3.16.25,Vulnerable location(s) on the neck,Eight in number and leads to sudden death when injured.,mātṛkā (marma),मातृका (मर्म),,
ITA-3.16.26,Vulnerable location(s) on the anterior part of the chest below the nipple,Two in number (one on either side of the chest) and leads to death due to difficulty in breathing due to accumulation of kapha in the chest when injured.,stanamūlam (marma),स्तनमूलम् (मर्म),,
ITA-3.16.27,Vulnerable location(s) on the anterior part of the chest above the nipple,Two in number (one on either side of the chest) and leads to death due to cough and difficulty in breathing due to accumulation of blood in the chest when injured.,stanarohitam (marma),स्तनरोहितम् (मर्म),,
ITA-3.16.28,Vulnerable location(s) on the chest,Two in number (one on either side of the chest) and leads to death due to pus formation when injured.,apalāpaḥ (marma),अपलापः (मर्म),,
ITA-3.16.29,Vulnerable location(s) on the chest,Two in number (one on either side of the chest) and leads to death due to cough and difficulty in breathing due to air in the chest cavity when injured.,apastambhaḥ (marma),अपस्तम्भः (मर्म),,
ITA-3.16.30,Vulnerable location(s) on the skull resembling the cranial sutures,"Five in number and leads to fear, insanity and death when injured.",sīmantaḥ (marma),सीमन्तः (मर्म),,
ITA-3.16.31,Vulnerable location(s) on the midpoint of sole and palm,Four in number (one in each limb) which when injured leads to pain which ends in death.,talahṛdayam (marma),तलहृदयम् (मर्म),,
ITA-3.16.32,Vulnerable location(s) in first interdigital web-space of upper and lower limbs,Four in number (one in each limb) which when injured leads to convulsions and death.,kṣipram (marma),क्षिप्रम् (मर्म),,
ITA-3.16.33,Vulnerable location(s) in the calf muscles,Four in number (one in each limb) which when injured causes severe bleeding leading to death.,indrabastiḥ (marma),इन्द्रबस्तिः (मर्म),,
ITA-3.16.34,Vulnerable location(s) on the back near the pelvis,Two in number which when injured causes severe bleeding leading to paleness and death.,kaṭīkataruṇam (marma),कटीकतरुणम् (मर्म),,
ITA-3.16.35,Vulnerable location(s) near the twelfth rib,Two in number which when injured causes bleeding into abdominal cavity leading to death.,pārśvasandhiḥ (marma),पार्श्वसन्धिः (मर्म),,
ITA-3.16.36,Vulnerable location(s) in the mid back,Two in number which when injured causes death due to complications arising from severe bleeding.,bṛhatī (marma),बृहती (मर्म),,
ITA-3.16.37,Vulnerable location(s) above the temples,Two in number which when injured by a foreign body may lead to death if it is removed.,utkṣepaḥ (marma),उत्क्षेपः (मर्म),,
ITA-3.16.38,Vulnerable point located near the glabella (area between eyebrows),One in number which when injured by a foreign body may lead to death if it is removed.,sthapanī (marma),स्थपनी (मर्म),,
ITA-3.16.39,Vulnerable location(s) near the upper part of the thigh below inguinal region,Two in number (one in each lower limb) which when injured causes severe bleeding leading to paralysis or death.,lohitākṣaḥ (marma),लोहिताक्षः (मर्म),,
ITA-3.16.40,Vulnerable location(s) above the cubital fossa in upper limb and popliteal fossa in lower limb,Four in number (one in each limb) which when injured causes swelling and paralysis.,āṇi (marma),आणि (मर्म),,
ITA-3.16.41,Vulnerable location(s) in the femoral vessels near mid-thigh,Four in number (one in each limb) which when injured causes wasting of limb due to bleeding.,ūrvī (marma),ऊर्वी (मर्म),,
ITA-3.16.42,Vulnerable location(s) near the wrist and ankle,Four in number (one on each limb) which when injured causes shivering and bending of the limb.,kūrcaḥ (marma),कूर्चः (मर्म),,
ITA-3.16.43,Vulnerable location(s) in the groin,Two in number which when injured leads to reduced fertility.,viṭapaḥ (marma),विटपः (मर्म),,
ITA-3.16.44,Vulnerable location(s) on either side of back near the ischial tuberosity,Two in number (one on each side) which when injured leads to paralysis and loss of sensation in the lower half of the body.,kukundaraḥ (marma),कुकु न्दरः (मर्म),,
ITA-3.16.45,Vulnerable location(s) in the axilla,Two in number (one on each side) which when injured leads to paralysis of one half of the body.,"kakṣadharaḥ (marma), kakṣādharaḥ (marma)","कक्षधरः (मर्म), कक्षाधरः (मर्म)",,
ITA-3.16.46,Vulnerable location(s) in the depression behind the ear,Two in number (one on each side) which when injured leads to loss of hearing.,vidhurā (marma),विधुरा (मर्म),,
ITA-3.16.47,Vulnerable location(s) at the junction of head and neck,Two in number (one on each side) which when injured leads to involuntary movements of head.,kṛkāṭikā (marma),कृकाटिका (मर्म),,
ITA-3.16.48,Vulnerable location(s) near the midpoint of the scapula,Two in number (one on each side) which when injured leads to loss of sensation and wasting of arms.,aṃsaphalakam (marma),अंसफलकम् (मर्म),,
ITA-3.16.49,Vulnerable location(s) on either side of the throat,"Two in number (one on each side) which when injured leads to difficulty in speech, altered voice and loss of taste sensation.",nīlā (marma),नीला (मर्म),,
ITA-3.16.50,Vulnerable location(s) on either side of the throat,"Two in number (one on each side) which when injured leads to difficulty in speech, altered voice and loss of taste sensation.",manyā (marma),मन्या (मर्म),,
ITA-3.16.51,Vulnerable location(s) on either side of the nasal passage,Two in number (one on each side) which when injured leads to loss of smell.,phaṇam (marma),फणम् (मर्म),,
ITA-3.16.52,Vulnerable location(s) above the eyebrows,Two in number (one on each side) which when injured leads to blindness or impaired vision.,āvartaḥ (marma),आवर्तः (मर्म),,
ITA-3.16.53,Vulnerable location(s) on the wrist and ankle,Four in number (one on each limb) which when injured leads to pain and swelling of the affected part.,kūrcaśiraḥ (marma),कूर्चशिरः (मर्म),,
ITA-3.17.1,Fetus or embryo,,garbhaḥ,गर्भः,,
ITA-3.17.2,Stage of fetal development resembling the morula,,kalalam,कललम्,,
ITA-3.17.3,Stage of fetal development resembling the blastula,,budbudam,बुद्बुदम्,,
ITA-3.17.4,Placenta,,"aparā, amarā","अपरा, अमरा",,
ITA-3.17.5,Umbilical cord,,"nābhināḍī, garbhanābhināḍī","नाभिनाडी, गर्भनाभिनाडी",,
ITA-3.17.6,Fetal membranes,,jarāyuḥ,जरायुः,,
ITA-3.17.7,"Birthing custard, vernix caseosa",,ulvam,उल्वम्,,
ITA-3.17.8,"Seed, germinative matrix",Male seed (pumbija) or female seed (stribija).,bīja,बीज:,,
ITA-3.17.9,Part of seed,,bījabhāgaḥ,बीजभागः,,
ITA-3.17.10,Subpart of seed,,bījabhāgāvayavaḥ,बीजभागावयवः,,
ITA-4.1.1,Diagnosis,"Arrived at through careful consideration of information and the application of knowledge. Information is provided by the patient’s narrative, the exploration of signs and symptoms and the results of patient examination. The knowledge derived from the learning and expertise of the physician is applied to this information to arrive at a diagnosis.","vyādhiviniścayaḥ, rogaviniścayaḥ","व्याधिविनिश्चयः, रोगविनिश्चयः",,
ITA-4.2.1,Disease,"Ayurveda uses several terms as synonyms for diseases, based on the different perspectives under which diseases are understood : A disease is a condition which causes various types of pain and distress to the body and mind. Illness can also be described as having originated from ","ama. Other synonyms include illness due to multiple factors, illness as obtrusive to life, syndrome, and fever as a generic term for disease. It may also be described as a disorder or ailment. Another term for disease is a discomfort. A disease can also be a state originating from an individual’s physical or mental transgressions or demerits in the present or past life.","vyādhiḥ, āmayaḥ, gadaḥ, ātaṅkaḥ, yakṣmā, samuccaya, jvara, vikāraḥ, roga, pāpmā","व्याधिः, आमयः, गदः, आतङ्क, यक्ष्मा, समुच्चय, ज्वर, विकारः, रोग, पाप्मा",
ITA-4.2.2,Comorbidity,A disease that gives rise to another disease while continuing to exist; it may also signify two or more diseases which coexist owing to a similarity of etiology or pathogenic mechanism.,vyādhisaṅkaraḥ,व्याधिसङ्करः,,
ITA-4.2.3,Types of disease,The categorization of diseases based on various established criteria.,vyādhibhedaḥ,व्याधिभेदः,,
ITA-4.2.4,Two types of psychological disease,"Diseases which affect the psyche can be classified as either agitative, reactive (",rajasika) or inertia-prone conditions (tamasika).,dvividha-mānasika-rogaḥ,द्विविध-मानसिक-रोगः,
ITA-4.2.5,"Diseases caused by agitative, reactive tendency","A disorder of the psyche caused by an increase in agitative, reactive tendency in the individual, e.g. excessive anger, jealousy or impetuousness.",rājasarogaḥ,राजसरोगः,,
ITA-4.2.6,Diseases caused by inertia prone tendency,"A disorder of the psyche caused by increase in the inertia prone tendency in the individual, e.g. grief, slothfulness or excessive sleepiness.",tāmasarogaḥ,तामसरोगः,,
ITA-4.2.7,Three types of somatic disease,"A threefold classification of somatic diseases based on vitiation of vata, pitta and kapha.",trividha-śārīrika-rogaḥ,त्रिविध-शारीरिक-रोगः,,
ITA-4.2.8,Diseases caused by pitta,A disease caused by vitiation of ,"pitta dosha in the body such as dyspepsia, bleeding tendency or jaundice.",āgneyarogaḥ,आग्नेयरोगः,
ITA-4.2.9,Diseases caused by kapha,A disease caused by vitiation of ,kapha in the body such as anorexia.,saumyarogaḥ,सौम्यरोगः,
ITA-4.2.10,Diseases caused by vata,A disease caused by vitiation of ,"vata in the body such as arthritis, sciatica or paralysis.",vāyavyarogaḥ,वायव्यरोगः,
ITA-4.2.11,Intrinsic or endogenous diseases,A disease resulting from affliction of the psyche and body including all psychosomatic diseases.,ādhyātmikarogaḥ,आध्यात्मिकरोगः,,
ITA-4.2.12,Hereditary diseases,A disease resulting from morbid sperm or ovum including all hereditary diseases.,ādibalapravṛttarogaḥ,आदिबलप्रवृत्तरोगः,,
ITA-4.2.13,Hereditary diseases of maternal origin,Hereditary conditions inherited through the maternal genetic line due to morbidity of the ovum.,mātṛjarogaḥ,मातृजरोगः,,
ITA-4.2.14,Hereditary diseases of paternal origin,Hereditary conditions inherited through the paternal genetic line due to morbidity of the sperm.,pitṛjarogaḥ,पितृजरोगः,,
ITA-4.2.15,Congenital anomalies,Conditions that occur at the time of birth which may be the result of diet and lifestyle choices by the mother during conception or from non-fulfilment of maternal cravings during pregnancy.,janmabalapravṛttarogaḥ,जन्मबलप्रवृत्तरोगः,,
ITA-4.2.16,Diseases due to inadequate fetal nutrition,Congenital disorders due to a deleterious diet during conception and pregnancy.,rasakṛtarogaḥ,रसकृ तरोगः,,
ITA-4.2.17,Diseases due to neglect of maternal cravings,Congenital clinical conditions resulting from non-fulfilment of maternal cravings during pregnancy.,dauhṛdāpacārakṛtarogaḥ,दौहृदापचारकृ तरोगः,,
ITA-4.2.18,Disorders resulting from dosha imbalance,Diseases that manifest in the living system due to vitiation of body humours such as fever and bleeding disorders.,doṣabalapravṛttarogaḥ,दोषबलप्रवृत्तरोगः,,
ITA-4.2.19,Diseases of the upper gastrointestinal tract,Diseases and conditions which have their origin in the gastroduodenal tract such as dyspepsia and vomiting.,āmāśayasamuttharogaḥ,आमाशयसमुत्थरोगः,,
ITA-4.2.20,Diseases of the lower gastrointestinal tract,Diseases and conditions which have their origin in the large intestinal tract such as piles and constipation.,pakvāśayasamuttharogaḥ,पक्वाशयसमुत्थरोगः,,
ITA-4.2.21,"Extrinsic, exogenous diseases",Diseases caused in the body due to exogenous or traumatic causes such as accidental injuries and falls or resulting from animal bites or poisons.,ādhibhautikarogaḥ,आधिभौतिकरोगः,,
ITA-4.2.22,Traumatic physical injury,Diseases and conditions caused by trauma and injuries.,samghātabala pravṛttarogaḥ,संघातबलप्रवृत्तरोगः,,
ITA-4.2.23,Diseases caused by sharp instruments,"Diseases and conditions caused by weapons or instruments such as swords, surgical instruments, stones or wood.",śastrakṛtarogaḥ,शस्त्रकृ तरोगः,,
ITA-4.2.24,Diseases caused by wild animals,"Diseases and conditions caused by physical attack and bites from both tame and wild animals; it includes injuries caused by nails, horns, bites, snake poison and bee stings.",vyālakṛtarogaḥ,व्यालकृ तरोगः,,
ITA-4.2.25,Diseases beyond human control,"Diseases and conditions that arise from disturbances in nature such as natural calamities, seasonal or climatic variations, or following turbulent divine interventions such as floods, epidemics or droughts.",ādhidaivikarogaḥ,आधिदैविकरोगः,,
ITA-4.2.26,Diseases caused by diurnal and seasonal variations,"Diseases and conditions that manifest in the body due to abnormal climatic variations such as excessive rain, heat or cold, and include conditions such as heatstroke or frost bite.",kālabalapravṛttarogaḥ,कालबलप्रवृत्तरोगः,,
ITA-4.2.27,Diseases resulting from untimely climatic changes or sudden variations,Diseases and conditions that manifest in the body due to unexpected changes in climate.,vyāpannartukṛtarogaḥ,व्यापन्नर्तुकृ तरोगः,,
ITA-4.2.28,Diseases resulting from regular climatic changes,Diseases and conditions resulting from poor adaptation to the seasons.,avyāpannartukṛtarogaḥ,अव्यापन्नर्तुकृ तरोगः,,
ITA-4.2.29,"Diseases occurring by chance, beyond human control","Diseases, conditions and events that, in the absence of any apparent cause are believed to be of supernatural origin: they include those subsequent to natural calamities such as floods, cyclones, thunder, epidemics and pandemics.",daivabalapravṛttarogaḥ,दैवबलप्रवृत्तरोगः,,
ITA-4.2.30,Disorders caused by natural disasters,"Diseases and conditions subsequent to natural disasters such as thunder, lightning, asteroid impacts and meteor showers on the terrestrial surface.",vidyudaśanikṛtarogaḥ,विद्युदशनिकृ तरोगः,,
ITA-4.2.31,Diseases caused by malevolent or negative spiritual entities,,piśācādikṛtarogaḥ,पिशाचादिकृ तरोगः,,
ITA-4.2.32,Contagious diseases,Diseases and conditions that arise in individuals and are transmitted by close contact with other persons affected by diseases such as leprosy and conjunctivitis.,saṁsargajarogaḥ,संसर्गजरोगः,,
ITA-4.2.33,Idiopathic diseases,Diseases and conditions which manifest suddenly in the body without any apparent cause.,ākasmikarogaḥ,आकस्मिकरोगः,,
ITA-4.2.34,Conditions resulting from physiological variations or the ageing process,"Diseases and conditions brought about by the natural progression of bodily processes such as hunger, thirst, sleep and old age.",svabhāvabalapravṛttarogaḥ,स्वभावबलप्रवृत्तरोगः,,
ITA-4.2.35,Natural diseases of timely occurrence,"Diseases and conditions that manifest in the body due to the natural effect of time and physiological changes such as hunger and thirst as well as the ageing process, e.g. greying of hair in old age.",kālajarogaḥ,कालजरोगः,,
ITA-4.2.36,Natural diseases of untimely occurrence,"Diseases and conditions that manifest in the body before their natural time of occurrence owing to improper dietetics and erratic lifestyles, e.g. premature ageing.",akālajarogaḥ,अकालजरोगः,,
ITA-4.2.37,Prognosis,The classification of diseases based on their prognosis as either curable or incurable.,sādhyāsādhyatā,साध्यासाध्यता,,
ITA-4.2.38,Diseases that are treatable,Diseases and conditions with a good prognosis.,sādhyarogaḥ,साध्यरोगः,,
ITA-4.2.39,Diseases that are easily treatable,"Easily curable diseases and conditions which have fewer causative factors, lesser vitiation of dosha and develop in body tissues which are comparatively less depleted.",sukhasādhyarogaḥ,सुखसाध्यरोगः,,
ITA-4.2.40,Diseases that are difficult to treat or cure,"Diseases and conditions that are curable with difficulty owing to various factors such as multiple etiological factors, depleted strength and functional imbalances.",kṛcchrasādhyarogaḥ,कृच्छ्रसाध्यरोगः,,
ITA-4.2.41,Diseases that are incurable,"Diseases which are incurable owing to the implication of all dosha, multiple structural components and channels.",asādhyarogaḥ,असाध्यरोगः,,
ITA-4.2.42,Diseases that can be palliated,"Diseases which by their nature are not completely curable but can be controlled or mitigated and symptoms palliated with suitable medicines and dietetics, e.g. persistent diabetes mellitus and bronchial asthma.",yāpyarogaḥ,याप्यरोगः,,
ITA-4.2.43,Diseases that are terminal,Diseases and conditions which cannot be successfully cured despite the best available care.,pratyākhyeyarogaḥ,प्रत्याख्येयरोगः,,
ITA-4.3.1,Disease assessment,The process of investigating a disease: it is conducted by applying the five diagnostic principles.,rogaparīkṣā,रोगपरीक्षा,,
ITA-4.3.2,Five diagnostic criteria,"The fivefold factors that help in the understanding and diagnosis of a disease, including its etiology, prodromal symptoms, signs and symptoms, pathogenesis and aggravating and relieving factors.",nidānapañcakaḥ,निदानपञ्चकः,,
ITA-4.4.1,Etiology,"Etiology generally denotes understanding the causative factor and expression of morbidity. Ayurveda uses several terms as synonyms for etiology, based on the different perspectives under which etiology is understood : The factors directly or indirectly implicated in the etiology of a disease; Etiological factor; Indicative factor; Abode of the causative factor; Agent; Primary cause; Causative setting, conducive factor; Factors augmenting the pathology.","nidānam, hetuḥ, nimittam, āyatanam, kartā, kāraṇam, pratyayam, samutthānam",निदानम्; हेतुः; निमित्तम्; आयतनम्; कर्ता; कारणम्; प्रत्ययम्; समुत्थानम्,,
ITA-4.4.2,Two types of etiological factors,Twofold type of etiological factors based on discriminating the etiological factor which directly causes a disease or condition which acts as an additional factor in its manifestation.,dvividhahetuḥ,द्विविधहेतुः,,
ITA-4.4.3,Originating cause of disease,An etiological factor that acts as the direct cause in the initiation of a disease by promoting the accumulation of the respective dosha.,utpādakahetuḥ,उत्पादकहेतुः,,
ITA-4.4.4,Aggravating cause of disease,"An etiological factor that sustains, aggravates and stimulates progression of a disease or condition.",vyañjakahetuḥ,व्यञ्जकहेतुः,,
ITA-4.4.5,Extrinsic cause,"External causes that include vitiation of dosha through alterations in food, behavioural patterns and time.",bāhyahetuḥ,बाह्यहेतुः,,
ITA-4.4.6,Intrinsic cause,Internal factors such as dosha and affected structural components in the body which act as prime causes of disease manifestation when they deviate from the normal stage of equilibrium.,ābhyantarahetuḥ,आभ्यन्तरहेतुः,,
ITA-4.4.7,Somatic cause,Causes leading to disturbances in the anatomy and physiology of the body.,śārīrikahetuḥ,शारीरिकहेतुः,,
ITA-4.4.8,Psychological cause,Causes leading to disturbances in the functions of the mind.,mānasikahetuḥ,मानसिकहेतुः,,
ITA-4.4.9,Three types of etiological factors,"A classification of etiology into three types: these are improper use of sense organs, intellectual error and transformation under the effect of time.",trividhahetuḥ,त्रिविधहेतुः,,
ITA-4.4.10,Improper engagement of the senses,"One of the three primary causes of a disease owing to misuse (underuse, overuse and abuse) of the senses.",asātmyendriyārthasamyogaḥ,असात्म्येन्द्रियार्थसंयोगः,,
ITA-4.4.11,Behaviour based on erroneous judgement,One of the three primary causes of a disease owing to behaviour based on erroneous judgement.,prajñāparādhaḥ,प्रज्ञापराधः,,
ITA-4.4.12,"Course of development, transformation",One of the three primary causes of a disease owing to the transformative impact of the flow of time.,pariṇāmaḥ,परिणामः,,
ITA-4.4.13,Vitiated dosha as a cause of disease,Seasonal variations leading to natural accumulation and aggravation of the dosha.,doṣahetuḥ,दोषहेतुः,,
ITA-4.4.14,Normal state of dosha in health,The normal physiological state of dosha underpinning a state of equilibrium and bodily health.,prākṛtadoṣaḥ,प्राकृ तदोषः,,
ITA-4.4.15,Abnormal dosha as a cause of disease,"A deviation of dosha from its normal physiological state of equilibrium, involving a disorder of its functional, qualitative or quantitative aspects: this is the basis of disease.",vaikṛtadoṣaḥ,वैकृ तदोषः,,
ITA-4.4.16,Primary or independent disease,An independent disease or condition which has its own set of symptoms and classical line of treatment.,anubandhyaḥ,अनुबन्ध्यः,,
ITA-4.4.17,Secondary or dependent disease,A disease or condition which does not have an independent existence or line of treatment.,anubandhaḥ,अनुबन्धः,,
ITA-4.4.18,Displacement of dosha from its natural seat,A specific term which represents a pathological phenomenon when vitiated ,vata dosha forcefully shifts another dosha from its normal seat to another site and gives rise to symptoms.,āśayāpakarṣaḥ,आशयापकर्षः,
ITA-4.4.19,Causes which aggravate dosha,Causes which aggravate dosha irrespective of the disease.,doṣahetuḥ,दोषहेतुः,,
ITA-4.4.20,Disease-specific causes,Factors that give rise to a disease or condition irrespective of the dosha involved.,vyādhihetuḥ,व्याधिहेतुः,,
ITA-4.4.21,Causes which aggravate dosha and disease-specific causes,Factors which not only aggravate a particular dosha but also give rise to a particular disease or condition; causes affecting both mind and body.,ubhayahetuḥ,उभयहेतुः,,
ITA-4.4.22,Four types of etiological factor,"There are four types of etiological factors: proximate cause, distant etiological factor, mild yet potential causative factor and dominant causative factor.",caturvidhahetuḥ,चतुर्विधहेतुः,,
ITA-4.4.23,Proximate cause,"A cause from which a disease or condition results as a direct and uninterrupted consequence, e.g. a dry or astringent diet is the proximate cause of fever due to the predominance of vata.",sannikṛṣṭahetuḥ,सन्निकृष्टहेतुः,,
ITA-4.4.24,Distant etiological factor,A distant or indirect causative factor which is less influential in giving rise to a disease or condition.,viprakṛṣṭahetuḥ,विप्रकृष्टहेतुः,,
ITA-4.4.25,Mild yet potential causative factor,A nondominant causative factor: it cannot independently give rise to a disease or condition but may contribute to it when the apposite situation arises in the body.,vyabhicārihetuḥ,व्यभिचारिहेतुः,,
ITA-4.4.26,Dominant causative factor,"A dominant causative factor plays a preponderant role in giving rise to a disease or condition: this kind of factor produces instantaneous vitiation of the dosha, damaging the tissues even before being processed in the body, and is therefore very potent, e.g. a poison.",prādhānikahetuḥ,प्राधानिकहेतुः,,
ITA-4.5.1,"Prodrome, premonitory symptoms","Recognition of the prodrome or set of premonitory, precursory symptoms, treatment of which can forestall manifestation of the disease; they are classified into two types depending on their nature.",pūrvarūpam,पूर्वरूपम्,,
ITA-4.5.2,Classification of prodromes,A classification of prodromal symptoms based on their general and specific nature which may indicate a particular disease or condition.,pūrvarūpabhedaḥ,पूर्वरूपभेदः,,
ITA-4.5.3,Specific prodrome,A specific symptom pertaining to a particular dosha. The term also denotes those premonitory symptoms which indicate the onset of a particular disease or clinical condition.,viśeṣapūrvarūpam,विशेषपूर्वरूपम्,,
ITA-4.5.4,General prodrome,General premonitory symptoms. The term also denotes those premonitory symptoms which may indicate the impending disease or condition without providing any information about ,dosha predominance.,sāmānyapūrvarūpam,सामान्यपूर्वरूपम्,
ITA-4.5.5,Signs and symptoms,"Ayurveda uses several terms as synonyms for signs and symptoms, based on the different perspectives under which they are understood : Any morbid phenomenon or departure from the normal in structure, function or sensation, as experienced by the patient or observed by the physician and indicating a disease. Morphological sign; Characteristic feature; Sign or mark; Resemblance; Figurative sign; Clinical presentation.","liṅgaḥ, liṅga, ākṛtiḥ, lakṣaṇam, cihnam, samsthānam, vyañjanam, rūpam","लिङगः, लिङग; आकृतिः; लक्षणम्; चिह्नम्; संस्थानम्; व्यञ्जनम्; रूपम्",,
ITA-4.5.6,Differential diagnosis upheld by positive treatment response,Signs and symptoms of improvement signifying alleviation of the disease or condition.,upaśayaḥ,उपशयः,,
ITA-4.5.7,Types of therapeutic diagnosis,Different categories of alleviating factor used in the trial-and-error method of diagnosis.,upaśayabhedaḥ,उपशयभेदः,,
ITA-4.5.8,Antagonistic to etiology,"The judicious use of medicines, regimens and dietetics that are antagonistic to the etiology of the disease or condition.",hetuviparītaḥ,हेतुविपरीतः,,
ITA-4.5.9,Antagonistic to disease,"The judicious use of medicines, regimens and dietetics that are antagonistic to the nature of the disease or condition itself.",vyādhiviparītaḥ,व्याधिविपरीतः,,
ITA-4.5.10,Antagonistic to etiology and disease,"The judicious use of medicines, regimens and dietetics that are antagonistic to both the etiology and disease itself.",hetuvyādhiviparītaḥ,हेतुव्याधिविपरीतः,,
ITA-4.5.11,Treatment with interventions known to be cause of disease,,viparītārthakārī,विपरीतार्थकारी,,
ITA-4.5.12,Treatment with interventions similar to disease etiology,"The judicious use of medicines, regimens and dietetics that are similar to the etiology of the disease or condition, but capable of providing relief.",hetuviparītārthakārī,हेतुविपरीतार्थकारी,,
ITA-4.5.13,Treatment with interventions usually considered to be disease-aggravating factors,"The judicious use of medicines, regimens and dietetics that are known to aggravate the signs and symptoms of the disease or condition temporarily but can provide relief from the disease itself.",vyādhiviparītārthakārī,व्याधिविपरीतार्थकारी,,
ITA-4.5.14,Treatment with interventions similar to disease etiology as well as disease aggravating factors,"The judicious use of medicines, regimens and dietetics that are similar to both the etiology and disease, but capable of providing relief.",hetuvyādhi viparītārthakārī,हेतुव्याधिविपरीतार्थकारी,,
ITA-4.5.15,Differential diagnosis upheld by negative treatment response,Signs and symptoms of aggravation signifying ineffective intervention of diet and medicines. This is one of the diagnostic tools when a disease or condition cannot be interpreted merely by its clinical features.,anupaśayaḥ,अनुपशयः,,
ITA-4.5.16,Evolution or natural course of disease,"The sequence of events from etiology to manifestation of a disease, which is classified into six stages.","samprāptiḥ, jātiḥ, āgatiḥ","सम्प्राप्तिः, जातिः, आगतिः",,
ITA-4.5.17,Classification of pathogenesis,,samprāptibhedaḥ,सम्प्राप्तिभेदः,,
ITA-4.5.18,Number of subtypes of pathogenesis,Number of pathogenesis subtypes characteristic of a disease or condition.,saṅkhyāsamprāptiḥ,सङ्ख्यासम्प्राप्तिः,,
ITA-4.5.19,Significance-based pathogenesis,Pathogenesis subclassification based on the primary or secondary ailment.,Prādhānyasamprāptiḥ,प्राधान्यसम्प्राप्तिः,,
ITA-4.5.20,Classification-based pathogenesis,"Pathogenesis subclassification based on various prognostic aspects such as whether a disease or condition can be classified as easily curable, incurable or difficult to cure.",vidhisamprāptiḥ,विधिसम्प्राप्तिः,,
ITA-4.5.21,Fraction-specific pathogenesis,Pathogenesis subclassification based on which one or fraction of the three dosha predominates.,vikalpasamprāptiḥ,विकल्पसम्प्राप्तिः,,
ITA-4.5.22,Intensity-specific pathogenesis,Pathogenesis subclassification based on the strength of the disease or condition.,balasamprāptiḥ,बलसम्प्राप्तिः,,
ITA-4.5.23,Time-specific pathogenesis,A pathogenesis subclassification based on the time of occurrence or aggravation of the disease or condition.,kālasamprāptiḥ,कालसम्प्राप्तिः,,
ITA-4.5.24,Complication,"A factor, event or condition complicating a disease or condition.",upadravaḥ,उपद्रवः,,
ITA-4.5.25,Adverse event,A harmful or prejudicial event occurring during a therapeutic intervention.,vyāpad,व्यापद्,,
ITA-4.5.26,Patient-related adverse event,An adverse event due to insufficient adherence to the treatment regimen by the patient.,āturanimittajaḥ,आतुरनिमित्तजः,,
ITA-4.5.27,Physician-related adverse event,An adverse event due to an act of negligence or omission specifically committed by the treating physician.,bhiṣaṅnimittajaḥ,भिषङ्निमित्तजः,,
ITA-4.5.28,Treatment-related adverse event,An adverse event due to an inappropriate or inadequate treatment.,bheṣajanimittajaḥ,भेषजनिमित्तजः,,
ITA-4.5.29,Sign or symptom of impending death,The presence of ominous signs and symptoms indicative of a poor prognosis or impending death.,ariṣṭalakṣaṇam,अरिष्टलक्षणम्,,
ITA-4.6.1,Disease stage,The different stages or phases of a disease or condition.,rogāvasthā,रोगावस्था,,
ITA-4.6.2,"Ama, a state of incomplete digestion, transformation or metabolism","A transient state of the body wherein the digestive, metabolic processes come to a standstill and do not further transform to end products, by-products or waste products. This standstill leads to various changes in the body such as blockade of channels, excess secretions, unusual accumulation of waste materials, slowing down of movements and catabolic processes. It presents with the following generic symptoms: loss of strength, heaviness, laziness, tastelessness or altered taste, and exhaustion even without physical or mental exertion. The ","ama phase is an initial stage of almost all disorders, e.g. fever or diarrhoea, which arises due to vitiation of endogenous factors: dosha, fundamental structural components and excretory products. Physiologically, the ",ama phase denotes early digestion of food in the stomach.,"आम, आमावस्था",
ITA-4.6.3,"State of active digestion, and transformation of ama",An intermediary stage of active digestion and transformation of ,ama leading to the next non-ama state. This can be a state of natural disease progression or may have to be induced by intervention to mitigate the pathology and treat the condition. Physiologically it is the state of active digestion of food in the intestines.,pacyamānāvasthā,पच्यमानावस्था,
ITA-4.6.4,Ripened stage of dosha,The transformative phase in the course of a disease or wound indicating a post-inflammatory or suppurative condition.,pakvāvasthā,पक्वावस्था,,
ITA-4.6.5,Transformative stage devoid of ama pathology,The state when ,ama is converted either under the effect of time or by therapeutic measures.,nirāmāvasthā,निरामावस्था,
ITA-4.6.6,Stages of disease manifestation and management,A comprehensive term for the six prominent stages in disease management indicating the stepwise progression of its pathogenesis.,kriyākālaḥ/ṣaṭkriyākālaḥ,क्रियाकालः/षट्क्रियाकालः,,
ITA-4.6.7,Stage of a dosha increasing in its own location,"The first stage of disease manifestation, when ",dosha increases in its own place or site.,sañcayaḥ,सञ्चयः,
